rd_id,rd_dept,rd_semester,rd_year,rd_crs_code,rd_crs_name,rd_prac_status,rd_crs_hr,rd_crs_book,rd_crs_outlline
25,cs,4,2016,SS-220,Introduction to Psychology,0,3,"M. Morris Mano, Digital Logic and Computer Design, 1st Edition, Pearson,

1979, ISBN: 0132145103.

Reference Material Thomas L. Floyd, Digital","Electric Charge: Introduction, Coulomb’s Law, Continuous
charge distribution (introduction), Methodology, Electric force due to a)
A uniform line of charge, b) A ring of charge, A disk of charge, A special
case (of sphere). The Electric Field, Introduction, The electric field of a
point charge, The field due to an electric dipole, Electric field of
continuous charged distributions (Ring, Disk and Sphere), Electric field
lines, Electric field due to a dipole, A dipole in an external electric field.
Guass’s Law: Introduction to Gauss’s Law, Electric flux, Gauss’s Law,
Application of Gauss’s Law. Electric Potential: Electric potential
energy, Electric potential, Calculating the potential from the field
(potential difference), Potential due to point charges, Electric potential
of continuous charged distribution, Calculating the fields from the
potential. Electric properties of materials: Types of materials, A
conductor in an electric field: static condition, A conductor in an electric
field: dynamic condition, Ohm’s law, ohmic materials. Capacitors,
Capacitance, Calculating the capacitance in different types of capacitors,
Capacitors in series and parallel, Energy stored in capacitor, Capacitors
with dielectric, Gauss’s Law for dielectrics, Simple resistive
circuits(series), Simple resistive circuits (parallel and series parallel
combination). The Magnetic Field: Magnetic interactions and magnetic
poles, the magnetic force on a moving charge, the magnetic force on
current carrying wire, The torque on current loop. The Magnetic Field
of a current: The magnetic field due to a moving charge, The magnetic"
26,cs,4,2016,CMP-290,Software Engineering,0,3,"Campbell R. McConnell, Stanley L. Brue and Sean Masaki Flynn, Economics,

21st Edition, McGraw-Hill Education, 2017, ISBN-10: 1259723224, ISBN-
13: 978-1259723223.","Implementation of the concepts studied in “CMP140-
Programming Fundamentals”, Flowcharts/Pseudo Codes, Data types,
Variable and Constants, Operator and Expressions, Input and Output
(I/O), Formatted I/O, Escape Sequences, Decision making using if/switch
control structure, Repetition using for and do while, functions, prototype,
parameter and arguments, call by value and call by reference, Library and
header files, Array, Passing Arrays to function, multi-dimensional arrays,
searching and sorting, Pointers: pointer definition, pointer arithmetic,
constant pointers, pointer and arrays, Dynamic Memory Allocation, User
Defined Data Types: structures, definition, initialization, accessing
members of structures, typedef, unions, C File Processing: files and
streams, Sequential Access File, Random Access File, Secondary Storage
I/O. Miscellaneous Topics: Command Line Arguments."
27,cs,5,2016,EN-305,Technical and Business Writing,0,3,"1. Charles Marut, Ytha Yu, Assembly Language Programming and
Organization of the IBM PC, 1st Edition, McGraw-Hill, 1992, ISBN:
9780070726925.
2. M. Morris Mano, Computer System Architecture, 3rd Edition, Pearson,
1993, ISBN: 9780131755635.","Introduction, History & Evolution of Intel Microprocessor And
Assembly Language, Applications and Advantages of Assembly Language,
Computer Organization, The Components of a Microcomputer System,
Instruction Cycle, Memory Architecture, Memory Representation &
Hierarchy, Data, Address, Control Busses, Intel 8086 family of
Microprocessors, Organization of Intel 8088/8086 Processor, Registers and
their categories Function of Registers, Memory Addressing, Real Mode
Memory Structure, Memory Segmentation (Segment/Offset Scheme),
Assembly Language Syntax, Program data, Variables, Different Variants of
MOV instruction, Some Basic Instructions, XCHG,ADD, SUB, INC, DEC,NEG,
Program Structure, Memory Models, Data Segments, Stack Segment, Code
Segment, Input and Output Instructions, The Processor Status and Flags
Register, Flow Control Instructions, Unconditional Jump, Various Conditional
Jumps, Looping Structures, Logic Instructions, AND, OR,XOR, NOT, TEST,
Related Programming examples, Shift Instructions, Related Programming
examples, Rotate Instructions, Related Programming examples,
Procedures to Input Binary, Decimal, Hexadecimal Numbers, Procedures to
output Binary, Decimal, Hexadecimal Numbers, The Stack, PUSH and POP
Instructions, CALL and RET instructions, Related Programming examples,
MUL instruction, DIV instruction, Related Programming examples,
Addressing Modes, Related Programming examples, XLAT instruction,
Related Programming examples, String Instructions, MOVSB/W, LOADSB/W,
STOSSB/W, SCASB/W, CMPSB/W ,Related Programming examples, File
Operations, Reading a File, Writing a File, Programming Examples, INT
Structure, Organization of the Basic Computer, Computer Instructions for
Basic computer (Memory Reference, Register Reference and I/O
instructions), Addressing modes, Instruction Cycle, Timing and Decoding,
RTL of the instructions, Complete flow chart for the Basic Computer
Operation, Design of the Control"
28,cs,5,2016,CS-312,Analysis of Algorithms,0,3,"J. Kizza, Ethical and Social Issues in the Information Age, 4th Edition,

Springer, 2012, ISBN: 1447125452.

Reference Material Sara Baase, A Gift of Fire: Social, Legal, and Ethical","Human Values, Challenges in Work Place, Professional Ethics,
Moral Development, Model of Professional Roles, Theories about right
action (Ethical Theories), Theories about right action (Ethical Theories),
Self-Control, Self Interest, Customs, Religions, Self-Respect, Profession as
Experimentation, Codes of Ethics for Professionals, Responsibilities and
Rights, Conflict Resolution, Conflict Resolution, Safety and Risk, Risk
Analysis, Safe Exit, Risk Benefit, Collegiality and Loyalty, Collective
Bargaining, Confidentiality, Occupational Crimes, Human Rights, Employee
Rights, Whistle Blowing, Globalization, Moral Leadership, Reports by Club
of Rome, Future Threats to Human Existence"
29,cs,5,2016,CMP-325,Operating Systems,0,3,"1. R. Lafore, Object-Oriented Programming in C++, 4th Ed., Sams
publishing, 2002, ISBN: 0-672-32308-7.
2. Victor Shtern, Core C++ A Software Engineering Approach, 1st Ed.,
Prentice Hall PTR, 2000, ISBN: 0-13-085729-7.
3. Stephen Parata, C++ Primer Plus, 5th Ed., Sams Publishing, 2005,
ISBN: 0-672-32697-3.
4. Bjarne Stroustrup, The C++ Programming Language, 4th Ed., Addison
Wesley, 2013,","Object Oriented Concepts, Terminology and Features,
Class/ADT/UDT, Data Abstraction and Encapsulation, Special Methods,
Constructor and Destructor; Modifier const; Array and Pointer of ADT,
Composition, Aggregation; this Pointer, friend Function and Class, Modifier
static, Operator Overloading, Function and Class Templates, Inheritance, its
types, and related Terminology, Overriding: static &
dynamic/Polymorphism; Stream I/O, File Processing; Exception Handling"
30,cs,5,2016,CMP-370,Database Systems,0,3,"Ellis Horowitz, Sartaj Sahni, D. Mehta, Fundamentals of Data
Structures in C++, 2nd Ed., Computer Science Press, 1995. ISBN 81-
7808-792-8
2. Adam B. Drozdek, Data Structure and Algorithm","Implementation of the concepts studied in “CMP244 - Object
Oriented Programming”, Review of Data Driven Programming, Defining
Classes and Object Initialization: setter/getter, Constructor/Destructor,
Resource Allocation/De-Allocation, const data members and function,
Composition, Aggregation, Friend function/classes, Generalization,
Multilevel/Multiple Inheritance, Runtime Polymorphism,
Singelton/Proxy/Adapter Pattern, Adhoc Polymorphism: Templates, Stream
I/O, File Processing, Exception Handling"
77,it,5,2016,CMP-325,Operating Systems,0,3,"Peter Linz, An Introduction to Formal Languages and Automata, 6th

Edition, Jones & Bartlett Learning, 2016, ISBN-10: 1284077241, ISBN-
13: 978-1284077247,","History of computation, recursive definitions, regular expressions,
deterministic finite automata, transition graphs, nondeterministic finite
automata, regular languages, properties of regular languages, non-regular
languages, context-free grammars, context-free languages, properties of
context-free languages, push down automata, non-context free
languages, Turing machines."
31,cs,5,2016,CMP-371,Database Systems Lab,1,1,"D. Samanta, Classic Data Structures, Prentice Hall, 2001, ISBN:
812033731X.
2. Mark Allen Weiss, Data Structure and Algorithms in C++, 3rd Ed.,
Pearson Education, 2006, ISBN: 978-0321441461.
3. Thomas H. Cormen, Charles E. Leiserson, Ronald L. Rivest, Clifford
Stein, Introduction to Algorithms, 2nd Ed, MIT Press, 2001, ISBN 0-07-
013151-1.
4. Reference from different books enlisted in reference material will be
given as required or lecture notes for reading will be provided.","Implementation of the concepts studied in “CMP210-Data
Structures and Algorithms”, Performance Analysis/Measurement, Sparse
Matrices, N-Dimensional Arrays, Stack ADT, Expressions Evaluation,
Recursion: Backtracking, Queue: Double Ended Queue, Self-Referencing
Classes and Dynamic Memory Allocation, Linked List: Singly Linked Lists,
Circular Lists, Linked Stacks and Queues (Double Ended List), Doubly
Linked Lists, Trees: Binary Trees, Binary Search Tree, Introduction to
Height Balanced and AVL Trees, Heaps and Heaps as Priority Queues,
Double Ended Priority Queue, Searching: Linear Search, Binary Search,
and Types of Indexing, Hashing: Hash Functions, Collision Resolution:
Open Hashing, Chaining, Sorting types and Techniques: Logical and
Algorithmic Implementation of Selection, Bubble, Insertion, Shell, Radix,
Merge, Quick, Heap Sort, Graphs: Graph terminology, Adjacency List and
Adjacency Matrix and Adjacency list representation of Graph; Elementary
Graph Operations: Breadth"
32,cs,5,2016,CMP-291,Object Oriented Analysis and Design,0,3,"Tony Gaddis, Starting out with C++: from control structures through
objects, 7th Ed., Addison-Wesley, 2012, ISBN 978-0-13-257625-3","Basic Themes of Quran, Introduction to Sciences of Hadith,
Introduction to Islamic Jurisprudence, Primary & Secondary Sources of
Islamic Law, Makken & Madnian life of the Prophet, Islamic Economic
System, Political theories, Social System of Islam
Historical background of Pakistan: Muslim society in Indo-Pakistan, the
movement led by the societies, the downfall of Islamic society, the
establishment of British Raj- Causes and consequences. Political evolution
of Muslims in the twentieth century: Sir Syed Ahmed Khan; Muslim
League; Nehru; Allama Iqbal: Independence Movement; Lahore
Resolution; Pakistan culture and society, Constitutional and Administrative
issues, Pakistan and its geo-political dimension, Pakistan and International
Affairs, Pakistan and the challenges ahead."
33,cs,6,2016,CS-321,System Programming,0,3,"Chaudary M. Ali, The Emergence of Pakistan, Columbia University
Press, 1967, ISBN: 0231029330.
2. K. K. Aziz, The Making of Pakistan, Sang-e-Meel Publications, 2002,
ISBN: 969350870X.
3. I. H. Qureshi, ed., A Short History of Pakistan, University of Karachi,
1967, ISBN: 9694040086.","Implementation of the concepts studied in “CMP140-
Programming Fundamentals”, Flowcharts/Pseudo Codes, Data types,
Variable and Constants, Operator and Expressions, Input and Output
(I/O), Formatted I/O, Escape Sequences, Decision making using if/switch
control structure, Repetition using for and do while, functions, prototype,
parameter and arguments, call by value and call by reference, Library and
header files, Array, Passing Arrays to function, multi-dimensional arrays,
searching and sorting, Pointers: pointer definition, pointer arithmetic,
constant pointers, pointer and arrays, Dynamic Memory Allocation, User
Defined Data Types: structures, definition, initialization, accessing
members of structures, typedef, unions, C File Processing: files and
streams, Sequential Access File, Random Access File, Secondary Storage
I/O. Miscellaneous Topics: Command Line Arguments."
